! ! 
! S ! 
! ! 
! # MHz  S  MA  R  50.00000
! ! ===================================================================
1.00000,9.186447e-01,-2.426977e+00,7.039556e+00,1.785216e+02,2.739284e-03,8.854265e+01,9.344834e-01,-8.951138e-01
1.09648,9.186183e-01,-2.660926e+00,7.039127e+00,1.783777e+02,3.003385e-03,8.840429e+01,9.344403e-01,-9.813991e-01
1.20226,9.185867e-01,-2.917429e+00,7.038612e+00,1.782200e+02,3.292907e-03,8.825241e+01,9.343886e-01,-1.075993e+00
1.31826,9.185486e-01,-3.198652e+00,7.037992e+00,1.780473e+02,3.610285e-03,8.808574e+01,9.343265e-01,-1.179691e+00
1.44544,9.185029e-01,-3.506968e+00,7.037247e+00,1.778580e+02,3.958182e-03,8.790285e+01,9.342517e-01,-1.293365e+00
1.58489,9.184479e-01,-3.844973e+00,7.036351e+00,1.776506e+02,4.339510e-03,8.770222e+01,9.341620e-01,-1.417967e+00
1.73780,9.183818e-01,-4.215513e+00,7.035275e+00,1.774233e+02,4.757452e-03,8.748216e+01,9.340541e-01,-1.554538e+00
1.90546,9.183025e-01,-4.621698e+00,7.033982e+00,1.771743e+02,5.215484e-03,8.724083e+01,9.339244e-01,-1.704217e+00
2.08930,9.182071e-01,-5.066933e+00,7.032429e+00,1.769014e+02,5.717403e-03,8.697621e+01,9.337686e-01,-1.868245e+00
2.29087,9.180925e-01,-5.554938e+00,7.030562e+00,1.766024e+02,6.267344e-03,8.668609e+01,9.335815e-01,-2.047978e+00
2.51189,9.179550e-01,-6.089780e+00,7.028320e+00,1.762748e+02,6.869814e-03,8.636808e+01,9.333567e-01,-2.244892e+00
2.75423,9.177897e-01,-6.675897e+00,7.025627e+00,1.759158e+02,7.529715e-03,8.601953e+01,9.330868e-01,-2.460594e+00
3.01995,9.175914e-01,-7.318132e+00,7.022394e+00,1.755226e+02,8.252368e-03,8.563760e+01,9.327627e-01,-2.696831e+00
3.31131,9.173534e-01,-8.021761e+00,7.018512e+00,1.750919e+02,9.043539e-03,8.521916e+01,9.323737e-01,-2.955497e+00
3.63078,9.170679e-01,-8.792526e+00,7.013854e+00,1.746202e+02,9.909459e-03,8.476082e+01,9.319069e-01,-3.238640e+00
3.98107,9.167255e-01,-9.636669e+00,7.008266e+00,1.741038e+02,1.085685e-02,8.425893e+01,9.313471e-01,-3.548471e+00
4.36516,9.163150e-01,-1.056096e+01,7.001565e+00,1.735385e+02,1.189291e-02,8.370949e+01,9.306759e-01,-3.887369e+00
4.78630,9.158235e-01,-1.157271e+01,6.993535e+00,1.729199e+02,1.302535e-02,8.310823e+01,9.298718e-01,-4.257878e+00
5.24807,9.152351e-01,-1.267984e+01,6.983916e+00,1.722433e+02,1.426236e-02,8.245052e+01,9.289090e-01,-4.662712e+00
5.75440,9.145315e-01,-1.389085e+01,6.972405e+00,1.715036e+02,1.561258e-02,8.173144e+01,9.277570e-01,-5.104739e+00
6.30957,9.136909e-01,-1.521484e+01,6.958640e+00,1.706952e+02,1.708504e-02,8.094571e+01,9.263803e-01,-5.586973e+00
6.91831,9.126881e-01,-1.666152e+01,6.942198e+00,1.698126e+02,1.868909e-02,8.008777e+01,9.247367e-01,-6.112545e+00
7.58578,9.114934e-01,-1.824118e+01,6.922583e+00,1.688495e+02,2.043425e-02,7.915175e+01,9.227773e-01,-6.684666e+00
8.31764,9.100728e-01,-1.996464e+01,6.899220e+00,1.677997e+02,2.233005e-02,7.813156e+01,9.204453e-01,-7.306571e+00
9.12011,9.083871e-01,-2.184316e+01,6.871442e+00,1.666566e+02,2.438578e-02,7.702093e+01,9.176752e-01,-7.981449e+00
10.00000,9.063918e-01,-2.388834e+01,6.838484e+00,1.654137e+02,2.661017e-02,7.581353e+01,9.143925e-01,-8.712338e+00
10.96478,9.040373e-01,-2.611193e+01,6.799481e+00,1.640643e+02,2.901097e-02,7.450305e+01,9.105130e-01,-9.502000e+00
12.02264,9.012687e-01,-2.852565e+01,6.753459e+00,1.626020e+02,3.159447e-02,7.308344e+01,9.059429e-01,-1.035276e+01
13.18257,8.980265e-01,-3.114080e+01,6.699345e+00,1.610209e+02,3.436492e-02,7.154905e+01,9.005800e-01,-1.126630e+01
14.45440,8.942480e-01,-3.396797e+01,6.635973e+00,1.593156e+02,3.732375e-02,6.989495e+01,8.943147e-01,-1.224345e+01
15.84893,8.898695e-01,-3.701652e+01,6.562111e+00,1.574817e+02,4.046890e-02,6.811722e+01,8.870329e-01,-1.328389e+01
17.37801,8.848284e-01,-4.029407e+01,6.476486e+00,1.555162e+02,4.379394e-02,6.621328e+01,8.786205e-01,-1.438586e+01
19.05461,8.790680e-01,-4.380581e+01,6.377843e+00,1.534178e+02,4.728729e-02,6.418230e+01,8.689686e-01,-1.554590e+01
20.89296,8.725415e-01,-4.755388e+01,6.265001e+00,1.511872e+02,5.093156e-02,6.202560e+01,8.579812e-01,-1.675853e+01
22.90868,8.652180e-01,-5.153661e+01,6.136940e+00,1.488275e+02,5.470310e-02,5.974699e+01,8.455841e-01,-1.801607e+01
25.11886,8.570885e-01,-5.574784e+01,5.992884e+00,1.463448e+02,5.857187e-02,5.735311e+01,8.317351e-01,-1.930850e+01
27.54229,8.481714e-01,-6.017635e+01,5.832405e+00,1.437478e+02,6.250180e-02,5.485358e+01,8.164336e-01,-2.062354e+01
30.19952,8.385174e-01,-6.480542e+01,5.655504e+00,1.410485e+02,6.645171e-02,5.226107e+01,7.997304e-01,-2.194688e+01
33.11311,8.282120e-01,-6.961265e+01,5.462691e+00,1.382615e+02,7.037679e-02,4.959110e+01,7.817340e-01,-2.326275e+01
36.30781,8.173755e-01,-7.457010e+01,5.255021e+00,1.354037e+02,7.423059e-02,4.686164e+01,7.626137e-01,-2.455464e+01
