! ! 
! S ! 
! ! 
! # MHz  S  MA  R  50.00000
! ! ===================================================================
1.00000,9.643440e-01,-1.799809e+02,6.527571e-03,3.247795e+01,7.495652e-03,5.181608e-01,9.079973e-01,-1.794595e+02
1.09648,9.643470e-01,-1.799824e+02,6.670563e-03,3.000704e+01,7.502556e-03,4.701798e-01,9.086101e-01,-1.794845e+02
1.20226,9.643498e-01,-1.799838e+02,6.796974e-03,2.766603e+01,7.508777e-03,4.185840e-01,9.091626e-01,-1.795108e+02
1.31826,9.643522e-01,-1.799852e+02,6.907803e-03,2.545860e+01,7.514320e-03,3.640934e-01,9.096553e-01,-1.795376e+02
1.44544,9.643544e-01,-1.799864e+02,7.004253e-03,2.338585e+01,7.519211e-03,3.073106e-01,9.100904e-01,-1.795644e+02
1.58489,9.643563e-01,-1.799875e+02,7.087641e-03,2.144668e+01,7.523488e-03,2.487039e-01,9.104714e-01,-1.795908e+02
1.73780,9.643580e-01,-1.799885e+02,7.159322e-03,1.963817e+01,7.527198e-03,1.886020e-01,9.108025e-01,-1.796164e+02
1.90546,9.643594e-01,-1.799894e+02,7.220631e-03,1.795591e+01,7.530394e-03,1.271975e-01,9.110883e-01,-1.796408e+02
2.08930,9.643606e-01,-1.799903e+02,7.272842e-03,1.639444e+01,7.533129e-03,6.455611e-02,9.113337e-01,-1.796640e+02
2.29087,9.643617e-01,-1.799911e+02,7.317138e-03,1.494750e+01,7.535456e-03,6.289932e-04,9.115435e-01,-1.796856e+02
2.51189,9.643626e-01,-1.799918e+02,7.354597e-03,1.360835e+01,7.537424e-03,-6.473461e-02,9.117221e-01,-1.797056e+02
2.75423,9.643633e-01,-1.799924e+02,7.386185e-03,1.236995e+01,7.539079e-03,-1.317749e-01,9.118736e-01,-1.797239e+02
3.01995,9.643640e-01,-1.799930e+02,7.412757e-03,1.122518e+01,7.540462e-03,-2.008104e-01,9.120020e-01,-1.797405e+02
3.31131,9.643645e-01,-1.799935e+02,7.435061e-03,1.016695e+01,7.541608e-03,-2.722296e-01,9.121105e-01,-1.797555e+02
3.63078,9.643650e-01,-1.799940e+02,7.453745e-03,9.188330e+00,7.542549e-03,-3.464835e-01,9.122021e-01,-1.797687e+02
3.98107,9.643654e-01,-1.799944e+02,7.469366e-03,8.282575e+00,7.543311e-03,-4.240812e-01,9.122795e-01,-1.797803e+02
4.36516,9.643657e-01,-1.799948e+02,7.482402e-03,7.443209e+00,7.543917e-03,-5.055873e-01,9.123449e-01,-1.797902e+02
4.78630,9.643660e-01,-1.799951e+02,7.493257e-03,6.664035e+00,7.544384e-03,-5.916204e-01,9.124004e-01,-1.797986e+02
5.24807,9.643663e-01,-1.799954e+02,7.502274e-03,5.939151e+00,7.544726e-03,-6.828539e-01,9.124477e-01,-1.798053e+02
5.75440,9.643665e-01,-1.799956e+02,7.509741e-03,5.262948e+00,7.544953e-03,-7.800182e-01,9.124882e-01,-1.798105e+02
6.30957,9.643667e-01,-1.799958e+02,7.515899e-03,4.630103e+00,7.545073e-03,-8.839035e-01,9.125232e-01,-1.798142e+02
6.91831,9.643669e-01,-1.799960e+02,7.520949e-03,4.035564e+00,7.545088e-03,-9.953642e-01,9.125539e-01,-1.798164e+02
7.58578,9.643671e-01,-1.799962e+02,7.525055e-03,3.474527e+00,7.544999e-03,-1.115324e+00,9.125813e-01,-1.798171e+02
8.31764,9.643673e-01,-1.799963e+02,7.528354e-03,2.942418e+00,7.544803e-03,-1.244784e+00,9.126063e-01,-1.798162e+02
9.12011,9.643674e-01,-1.799964e+02,7.530954e-03,2.434864e+00,7.544493e-03,-1.384826e+00,9.126297e-01,-1.798138e+02
10.00000,9.643676e-01,-1.799964e+02,7.532942e-03,1.947671e+00,7.544057e-03,-1.536623e+00,9.126523e-01,-1.798099e+02
10.96478,9.643678e-01,-1.799964e+02,7.534384e-03,1.476791e+00,7.543481e-03,-1.701450e+00,9.126748e-01,-1.798044e+02
12.02264,9.643680e-01,-1.799964e+02,7.535329e-03,1.018301e+00,7.542746e-03,-1.880689e+00,9.126980e-01,-1.797972e+02
13.18257,9.643683e-01,-1.799964e+02,7.535807e-03,5.683699e-01,7.541827e-03,-2.075843e+00,9.127227e-01,-1.797883e+02
14.45440,9.643686e-01,-1.799963e+02,7.535835e-03,1.232337e-01,7.540692e-03,-2.288546e+00,9.127498e-01,-1.797777e+02
15.84893,9.643689e-01,-1.799962e+02,7.535415e-03,-3.208334e-01,7.539303e-03,-2.520576e+00,9.127800e-01,-1.797652e+02
17.37801,9.643693e-01,-1.799961e+02,7.534531e-03,-7.675463e-01,7.537614e-03,-2.773865e+00,9.128145e-01,-1.797507e+02
19.05461,9.643697e-01,-1.799959e+02,7.533154e-03,-1.220637e+00,7.535567e-03,-3.050519e+00,9.128544e-01,-1.797342e+02
20.89296,9.643703e-01,-1.799957e+02,7.531239e-03,-1.683880e+00,7.533095e-03,-3.352826e+00,9.129011e-01,-1.797155e+02
22.90868,9.643709e-01,-1.799954e+02,7.528721e-03,-2.161120e+00,7.530113e-03,-3.683272e+00,9.129560e-01,-1.796944e+02
25.11886,9.643717e-01,-1.799952e+02,7.525516e-03,-2.656301e+00,7.526523e-03,-4.044560e+00,9.130211e-01,-1.796709e+02
27.54229,9.643726e-01,-1.799949e+02,7.521520e-03,-3.173485e+00,7.522206e-03,-4.439621e+00,9.130984e-01,-1.796446e+02
30.19952,9.643737e-01,-1.799945e+02,7.516599e-03,-3.716881e+00,7.517018e-03,-4.871631e+00,9.131904e-01,-1.796156e+02
33.11311,9.643750e-01,-1.799941e+02,7.510592e-03,-4.290866e+00,7.510790e-03,-5.344025e+00,9.133003e-01,-1.795834e+02
36.30781,9.643766e-01,-1.799936e+02,7.503303e-03,-4.900005e+00,7.503318e-03,-5.860506e+00,9.134314e-01,-1.795480e+02
39.81072,9.643785e-01,-1.799931e+02,7.494498e-03,-5.549066e+00,7.494360e-03,-6.425057e+00,9.135881e-01,-1.795092e+02
43.65158,9.643808e-01,-1.799926e+02,7.483894e-03,-6.243033e+00,7.483630e-03,-7.041948e+00,9.137750e-01,-1.794667e+02
47.86301,9.643835e-01,-1.799920e+02,7.471156e-03,-6.987109e+00,7.470787e-03,-7.715726e+00,9.139981e-01,-1.794202e+02
52.48075,9.643867e-01,-1.799913e+02,7.455888e-03,-7.786714e+00,7.455432e-03,-8.451217e+00,9.142641e-01,-1.793697e+02
57.54399,9.643905e-01,-1.799906e+02,7.437622e-03,-8.647467e+00,7.437094e-03,-9.253496e+00,9.145806e-01,-1.793149e+02
63.09573,9.643950e-01,-1.799898e+02,7.415811e-03,-9.575156e+00,7.415225e-03,-1.012785e+01,9.149569e-01,-1.792557e+02
69.18310,9.644004e-01,-1.799889e+02,7.389819e-03,-1.057569e+01,7.389185e-03,-1.107974e+01,9.154030e-01,-1.791920e+02
75.85776,9.644068e-01,-1.799880e+02,7.358911e-03,-1.165501e+01,7.358238e-03,-1.211470e+01,9.159309e-01,-1.791237e+02
83.17638,9.644144e-01,-1.799870e+02,7.322246e-03,-1.281900e+01,7.321543e-03,-1.323823e+01,9.165534e-01,-1.790510e+02
91.20108,9.644233e-01,-1.799859e+02,7.278872e-03,-1.407334e+01,7.278144e-03,-1.445567e+01,9.172850e-01,-1.789740e+02
100.00000,9.644337e-01,-1.799848e+02,7.227723e-03,-1.542333e+01,7.226978e-03,-1.577200e+01,9.181412e-01,-1.788931e+02
109.64782,9.644458e-01,-1.799836e+02,7.167630e-03,-1.687363e+01,7.166871e-03,-1.719160e+01,9.191381e-01,-1.788089e+02
120.22644,9.644598e-01,-1.799824e+02,7.097327e-03,-1.842800e+01,7.096560e-03,-1.871798e+01,9.202924e-01,-1.787221e+02
131.82567,9.644760e-01,-1.799811e+02,7.015483e-03,-2.008900e+01,7.014712e-03,-2.035344e+01,9.216200e-01,-1.786339e+02
144.54398,9.644945e-01,-1.799798e+02,6.920742e-03,-2.185755e+01,6.919971e-03,-2.209870e+01,9.231350e-01,-1.785456e+02
158.48932,9.645154e-01,-1.799784e+02,6.811776e-03,-2.373260e+01,6.811008e-03,-2.395251e+01,9.248490e-01,-1.784588e+02
173.78008,9.645389e-01,-1.799771e+02,6.687358e-03,-2.571068e+01,6.686598e-03,-2.591121e+01,9.267689e-01,-1.783754e+02
190.54607,9.645651e-01,-1.799758e+02,6.546457e-03,-2.778555e+01,6.545707e-03,-2.796841e+01,9.288958e-01,-1.782975e+02
208.92961,9.645937e-01,-1.799746e+02,6.388329e-03,-2.994791e+01,6.387592e-03,-3.011465e+01,9.312231e-01,-1.782275e+02
229.08677,9.646247e-01,-1.799734e+02,6.212625e-03,-3.218521e+01,6.211904e-03,-3.233723e+01,9.337358e-01,-1.781675e+02
251.18864,9.646578e-01,-1.799724e+02,6.019480e-03,-3.448165e+01,6.018779e-03,-3.462025e+01,9.364097e-01,-1.781198e+02
275.42287,9.646926e-01,-1.799714e+02,5.809587e-03,-3.681840e+01,5.808908e-03,-3.694477e+01,9.392114e-01,-1.780861e+02
301.99517,9.647285e-01,-1.799706e+02,5.584227e-03,-3.917405e+01,5.583573e-03,-3.928924e+01,9.421001e-01,-1.780678e+02
331.13112,9.647651e-01,-1.799700e+02,5.345261e-03,-4.152519e+01,5.344633e-03,-4.163020e+01,9.450293e-01,-1.780657e+02
363.07805,9.648017e-01,-1.799694e+02,5.095061e-03,-4.384732e+01,5.094461e-03,-4.394302e+01,9.479498e-01,-1.780798e+02
398.10717,9.648377e-01,-1.799691e+02,4.836403e-03,-4.611563e+01,4.835833e-03,-4.620285e+01,9.508132e-01,-1.781096e+02
436.51583,9.648726e-01,-1.799688e+02,4.572321e-03,-4.830599e+01,4.571782e-03,-4.838547e+01,9.535746e-01,-1.781540e+02
478.63009,9.649058e-01,-1.799687e+02,4.305944e-03,-5.039573e+01,4.305436e-03,-5.046814e+01,9.561956e-01,-1.782111e+02
524.80746,9.649369e-01,-1.799686e+02,4.040330e-03,-5.236425e+01,4.039853e-03,-5.243020e+01,9.586459e-01,-1.782789e+02
575.43994,9.649658e-01,-1.799685e+02,3.778330e-03,-5.419349e+01,3.777885e-03,-5.425354e+01,9.609045e-01,-1.783552e+02
630.95734,9.649921e-01,-1.799684e+02,3.522474e-03,-5.586809e+01,3.522059e-03,-5.592275e+01,9.629595e-01,-1.784377e+02
691.83097,9.650159e-01,-1.799683e+02,3.274901e-03,-5.737539e+01,3.274515e-03,-5.742514e+01,9.648071e-01,-1.785243e+02
758.57758,9.650372e-01,-1.799681e+02,3.037322e-03,-5.870528e+01,3.036965e-03,-5.875053e+01,9.664506e-01,-1.786129e+02
831.76377,9.650561e-01,-1.799678e+02,2.811025e-03,-5.984983e+01,2.810695e-03,-5.989096e+01,9.678988e-01,-1.787019e+02
912.01084,9.650727e-01,-1.799673e+02,2.596899e-03,-6.080291e+01,2.596594e-03,-6.084028e+01,9.691640e-01,-1.787898e+02
1000.00000,9.650873e-01,-1.799667e+02,2.395471e-03,-6.155980e+01,2.395191e-03,-6.159372e+01,9.702615e-01,-1.788755e+02
1096.47820,9.651001e-01,-1.799659e+02,2.206965e-03,-6.211674e+01,2.206708e-03,-6.214750e+01,9.712074e-01,-1.789581e+02
1202.26443,9.651113e-01,-1.799648e+02,2.031355e-03,-6.247055e+01,2.031120e-03,-6.249842e+01,9.720182e-01,-1.790370e+02
1318.25674,9.651212e-01,-1.799635e+02,1.868415e-03,-6.261831e+01,1.868200e-03,-6.264352e+01,9.727098e-01,-1.791118e+02
1445.43977,9.651299e-01,-1.799620e+02,1.717771e-03,-6.255705e+01,1.717574e-03,-6.257981e+01,9.732976e-01,-1.791823e+02
